"날짜","yearMonth","category1","category2","detail","현금","카드","카드분류","total","type","totalExpenditure","totalIncome","totalSave"
"2010-07-06","2010-07","식비","평일점심","점심(with 미팅)",15000,0,NA,15000,"expenditure",15000,0,0
"2010-07-07","2010-07","식비","평일점심","점심",4500,0,NA,4500,"expenditure",4500,0,0
"2010-07-07","2010-07","용돈/기타","담배","담배",2500,0,NA,2500,"expenditure",2500,0,0
"2010-07-07","2010-07","생활용품","기타","슬리퍼",4000,0,NA,4000,"expenditure",4000,0,0
"2010-07-08","2010-07","식비","커피/음료","커피",2000,0,NA,2000,"expenditure",2000,0,0
"2010-07-09","2010-07","교통/차량","택시비C","택시비(회사)",0,237600,"LIG 손해보험-현",237600,"expenditure",237600,0,0
"2010-07-09","2010-07","교통/차량","택시비C","택시비(개인)",0,80400,"LIG 손해보험-현",80400,"expenditure",80400,0,0
"2010-07-09","2010-07","교통/차량","대중교통비","대중교통비정산",0,64300,"LIG 손해보험-현",64300,"expenditure",64300,0,0
"2010-07-10","2010-07","용돈/기타","담배","담배",2500,0,NA,2500,"expenditure",2500,0,0
"2010-07-10","2010-07","식비","술/유흥","술값",27000,0,NA,27000,"expenditure",27000,0,0
"2010-07-12","2010-07","용돈/기타","담배","담배",2500,0,NA,2500,"expenditure",2500,0,0
"2010-07-15","2010-07","식비","평일점심","점심값",12000,0,NA,12000,"expenditure",12000,0,0
"2010-07-17","2010-07","식비","외식","오리고기",0,29000,"LIG 손해보험-현",29000,"expenditure",29000,0,0
"2010-07-17","2010-07","교통/차량","주유비","기름값",0,20000,"LIG 손해보험-현",20000,"expenditure",20000,0,0
"2010-07-18","2010-07","식비","술/유흥","술값",34000,0,NA,34000,"expenditure",34000,0,0
"2010-07-18","2010-07","건강/문화","기타","게임방",4000,0,NA,4000,"expenditure",4000,0,0
"2010-07-18","2010-07","건강/문화","기타","당구비",4000,0,NA,4000,"expenditure",4000,0,0
"2010-07-18","2010-07","식비","간식","아이스크림",2000,0,NA,2000,"expenditure",2000,0,0
"2010-07-19","2010-07","식비","커피/음료","여명808",5000,0,NA,5000,"expenditure",5000,0,0
"2010-07-19","2010-07","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2010-07-20","2010-07","경조사/회비","기타","케익",5000,0,NA,5000,"expenditure",5000,0,0
"2010-07-21","2010-07","식비","평일점심","점심",5000,0,NA,5000,"expenditure",5000,0,0
"2010-07-21","2010-07","생활용품","잡화소모","면도날",11400,0,NA,11400,"expenditure",11400,0,0
"2010-07-21","2010-07","식비","간식","아이스크림",3000,0,NA,3000,"expenditure",3000,0,0
"2010-07-22","2010-07","식비","커피/음료","음료수",1800,0,NA,1800,"expenditure",1800,0,0
"2010-07-22","2010-07","용돈/기타","담배","담배",2500,0,NA,2500,"expenditure",2500,0,0
"2010-07-23","2010-07","식비","평일점심","점심",5000,0,NA,5000,"expenditure",5000,0,0
"2010-07-23","2010-07","식비","술/유흥","삼겹살",36500,0,NA,36500,"expenditure",36500,0,0
"2010-07-23","2010-07","건강/문화","문화생활","당구비",11000,0,NA,11000,"expenditure",11000,0,0
"2010-07-24","2010-07","건강/문화","기타","게임방",3000,0,NA,3000,"expenditure",3000,0,0
"2010-07-24","2010-07","식비","간식","아이스크림",3000,0,NA,3000,"expenditure",3000,0,0
"2010-07-24","2010-07","용돈/기타","담배","담배값",2500,0,NA,2500,"expenditure",2500,0,0
"2010-07-25","2010-07","주거/통신","이동통신","휴대폰요금",67150,0,NA,67150,"expenditure",67150,0,0
"2010-07-25","2010-07","식비","외식","도미노피자",0,26740,"LIG 손해보험-현",26740,"expenditure",26740,0,0
"2010-07-26","2010-07","식비","커피/음료","커피,음료",10000,0,NA,10000,"expenditure",10000,0,0
"2010-07-27","2010-07","용돈/기타","담배","담배",2500,0,NA,2500,"expenditure",2500,0,0
"2010-07-28","2010-07","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2010-07-28","2010-07","의복/미용","헤어/뷰티","이발",10000,0,NA,10000,"expenditure",10000,0,0
"2010-07-29","2010-07","식비","외식","저녁 with 주현",35000,0,NA,35000,"expenditure",35000,0,0
"2010-07-29","2010-07","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2010-07-30","2010-07","식비","평일점심","점심",5500,0,NA,5500,"expenditure",5500,0,0
"2010-07-30","2010-07","생활용품","가구/가전","이어폰",16900,0,NA,16900,"expenditure",16900,0,0
"2010-07-30","2010-07","건강/문화","도서구입","책(홍콩여행)",12000,0,NA,12000,"expenditure",12000,0,0
"2010-07-31","2010-07","식비","술/유흥","술값",8000,0,NA,8000,"expenditure",8000,0,0
"2010-07-31","2010-07","건강/문화","기타","당구비",10000,0,NA,10000,"expenditure",10000,0,0
"2010-07-31","2010-07","건강/문화","기타","게임방",1000,0,NA,1000,"expenditure",1000,0,0
"2010-07-31","2010-07","용돈/기타","담배",NA,2500,0,NA,2500,"expenditure",2500,0,0
"2010-08-01","2010-08","식비","외식","삼청동파스타",27000,0,NA,27000,"expenditure",27000,0,0
"2010-08-01","2010-08","교통/차량","주유비","기름값",0,20000,"LIG 손해보험-현",20000,"expenditure",20000,0,0
"2010-08-01","2010-08","교통/차량","기타","톨비",2000,0,NA,2000,"expenditure",2000,0,0
"2010-08-01","2010-08","생활용품","가구/가전","카팩",7000,0,NA,7000,"expenditure",7000,0,0
"2010-08-01","2010-08","건강/문화","여행","홍콩항공료",0,180400,"LIG 손해보험-현",180400,"expenditure",180400,0,0
"2010-08-02","2010-08","식비","평일점심","점심",5000,0,NA,5000,"expenditure",5000,0,0
"2010-08-03","2010-08","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2010-08-03","2010-08","건강/문화","도서구입","책구입(JAVA의 정석)",0,27000,"LIG 손해보험-현",27000,"expenditure",27000,0,0
"2010-08-03","2010-08","건강/문화","여행","홍콩방예약",75280,0,NA,75280,"expenditure",75280,0,0
"2010-08-04","2010-08","식비","평일점심","점심",7000,0,NA,7000,"expenditure",7000,0,0
"2010-08-04","2010-08","식비","커피/음료","음료수",1300,0,NA,1300,"expenditure",1300,0,0
"2010-08-04","2010-08","용돈/기타","담배","담배",2500,0,NA,2500,"expenditure",2500,0,0
"2010-08-05","2010-08","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2010-08-06","2010-08","식비","평일점심","점심",4000,0,NA,4000,"expenditure",4000,0,0
"2010-08-06","2010-08","식비","간식","토스트",2000,0,NA,2000,"expenditure",2000,0,0
"2010-08-06","2010-08","용돈/기타","담배","담배값",2500,0,NA,2500,"expenditure",2500,0,0
"2010-08-06","2010-08","건강/문화","기타","다트게임비",4000,0,NA,4000,"expenditure",4000,0,0
"2010-08-06","2010-08","식비","술/유흥","술값(with 경희,지희)",0,32000,"LIG 손해보험-현",32000,"expenditure",32000,0,0
"2010-08-06","2010-08","건강/문화","운동/레저","볼링비",0,34500,"LIG 손해보험-현",34500,"expenditure",34500,0,0
"2010-08-07","2010-08","식비","커피/음료","음료수",3000,0,NA,3000,"expenditure",3000,0,0
"2010-08-08","2010-08","식비","커피/음료","바나나우유",1000,0,NA,1000,"expenditure",1000,0,0
"2010-08-09","2010-08","용돈/기타","담배","담배값",2500,0,NA,2500,"expenditure",2500,0,0
"2010-08-09","2010-08","생활용품","가구/가전","키보드구입",0,19290,"LIG 손해보험-현",19290,"expenditure",19290,0,0
"2010-08-09","2010-08","식비","술/유흥","맥주",10000,0,NA,10000,"expenditure",10000,0,0
"2010-08-09","2010-08","용돈/기타","담배","담배값(아버지)",3000,0,NA,3000,"expenditure",3000,0,0
"2010-08-09","2010-08","의복/미용","헤어/뷰티","쉐이브크림",15000,0,NA,15000,"expenditure",15000,0,0
"2010-08-09","2010-08","의복/미용","헤어/뷰티","에프터쉐이브로션",22000,0,NA,22000,"expenditure",22000,0,0
"2010-08-09","2010-08","식비","평일점심","점심",5000,0,NA,5000,"expenditure",5000,0,0
"2010-08-10","2010-08","식비","평일점심","점심",4000,0,NA,4000,"expenditure",4000,0,0
"2010-08-10","2010-08","식비","외식","BigRock(with 쑤)",0,50600,"LIG 손해보험-현",50600,"expenditure",50600,0,0
"2010-08-10","2010-08","식비","술/유흥","칵테일바",0,24000,"LIG 손해보험-현",24000,"expenditure",24000,0,0
"2010-08-10","2010-08","용돈/기타","담배","담배값",2500,0,NA,2500,"expenditure",2500,0,0
"2010-08-10","2010-08","건강/문화","여행","호텔예약",0,103350,"LIG 손해보험-현",103350,"expenditure",103350,0,0
"2010-08-10","2010-08","교통/차량","택시비C","택시비(회사)",0,202920,"LIG 손해보험-현",202920,"expenditure",202920,0,0
"2010-08-10","2010-08","교통/차량","택시비C","택시비",0,18800,"LIG 손해보험-현",18800,"expenditure",18800,0,0
"2010-08-10","2010-08","교통/차량","대중교통비","대중교통비정산",0,76200,"LIG 손해보험-현",76200,"expenditure",76200,0,0
"2010-08-11","2010-08","생활용품","가구/가전","USB젠더",2500,0,NA,2500,"expenditure",2500,0,0
"2010-08-12","2010-08","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2010-08-12","2010-08","식비","평일저녁","저녁(회사)",0,19400,"LIG 손해보험-현",19400,"expenditure",19400,0,0
"2010-08-13","2010-08","건강/문화","문화생활","영화예매",11000,0,NA,11000,"expenditure",11000,0,0
"2010-08-14","2010-08","용돈/기타","담배","담배값",2500,0,NA,2500,"expenditure",2500,0,0
"2010-08-14","2010-08","의복/미용","의류비","팬티",12900,0,NA,12900,"expenditure",12900,0,0
"2010-08-14","2010-08","식비","간식","케밥",3500,0,NA,3500,"expenditure",3500,0,0
"2010-08-14","2010-08","식비","술/유흥","술값",74000,0,NA,74000,"expenditure",74000,0,0
"2010-08-15","2010-08","경조사/회비","경조사비","축의금(김윤정선배)",50000,0,NA,50000,"expenditure",50000,0,0
"2010-08-15","2010-08","식비","외식","와바",31000,0,NA,31000,"expenditure",31000,0,0
"2010-08-15","2010-08","용돈/기타","담배","담배값",2500,0,NA,2500,"expenditure",2500,0,0
"2010-08-15","2010-08","식비","커피/음료","생수",1000,0,NA,1000,"expenditure",1000,0,0
"2010-08-15","2010-08","세금/이자","기타","타행수수료",1200,0,NA,1200,"expenditure",1200,0,0
"2010-08-15","2010-08","식비","커피/음료","음료수",1000,0,NA,1000,"expenditure",1000,0,0
"2010-08-16","2010-08","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2010-08-17","2010-08","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2010-08-17","2010-08","용돈/기타","기타","팀장님부탁",0,20600,"LIG 손해보험-현",20600,"expenditure",20600,0,0
"2010-08-18","2010-08","식비","평일점심","점심",7000,0,NA,7000,"expenditure",7000,0,0
"2010-08-19","2010-08","식비","커피/음료","스타벅스",10100,0,NA,10100,"expenditure",10100,0,0
"2010-08-19","2010-08","식비","평일저녁","저녁(with 경휘,경휘동생)",10000,0,NA,10000,"expenditure",10000,0,0
"2010-08-19","2010-08","건강/문화","여행","환전",398660,0,NA,398660,"expenditure",398660,0,0
"2010-08-19","2010-08","용돈/기타","담배","담배",2500,0,NA,2500,"expenditure",2500,0,0
"2010-08-19","2010-08","의복/미용","패션잡화","쪼리",0,9000,"신한 LOVE 카드",9000,"expenditure",9000,0,0
"2010-08-20","2010-08","식비","평일점심","점심",3000,0,NA,3000,"expenditure",3000,0,0
"2010-08-20","2010-08","의복/미용","헤어/뷰티","미용실",0,10000,"신한 LOVE 카드",10000,"expenditure",10000,0,0
"2010-08-21","2010-08","용돈/기타","담배","담배",0,19940,"신한 LOVE 카드",19940,"expenditure",19940,0,0
"2010-08-26","2010-08","주거/통신","이동통신","핸드폰 요금",66990,0,NA,66990,"expenditure",66990,0,0
"2010-08-26","2010-08","용돈/기타","용돈","엄마용돈",2e+05,0,NA,2e+05,"expenditure",2e+05,0,0
"2010-08-26","2010-08","식비","커피/음료","커피(with 현양)",0,9900,"신한 LOVE 카드",9900,"expenditure",9900,0,0
"2010-08-27","2010-08","용돈/기타","선물","음료수(병문안)",0,12000,"신한 LOVE 카드",12000,"expenditure",12000,0,0
"2010-08-27","2010-08","식비","외식","자장면",4500,0,NA,4500,"expenditure",4500,0,0
"2010-08-27","2010-08","식비","커피/음료","콜라",2000,0,NA,2000,"expenditure",2000,0,0
"2010-08-27","2010-08","의복/미용","기타","시계",0,484163,"신한 LOVE 카드",484163,"expenditure",484163,0,0
"2010-08-27","2010-08","의복/미용","의류비","옷",0,23264,"신한 LOVE 카드",23264,"expenditure",23264,0,0
"2010-08-27","2010-08","용돈/기타","선물","엄마선물",0,90957,"신한 LOVE 카드",90957,"expenditure",90957,0,0
"2010-08-27","2010-08","용돈/기타","선물","아빠선물",0,75049,"신한 LOVE 카드",75049,"expenditure",75049,0,0
"2010-08-27","2010-08","용돈/기타","선물","동생선물",0,38871,"신한 LOVE 카드",38871,"expenditure",38871,0,0
"2010-08-27","2010-08","용돈/기타","선물","현양이선물",0,54183,"신한 LOVE 카드",54183,"expenditure",54183,0,0
"2010-08-27","2010-08","용돈/기타","기타","경희화장품 사다줌",0,68133,"신한 LOVE 카드",68133,"expenditure",68133,0,0
"2010-08-28","2010-08","식비","술/유흥","화촌(with 수정누나)",0,26000,"신한 LOVE 카드",26000,"expenditure",26000,0,0
"2010-08-28","2010-08","경조사/회비","경조사비","축의금(윤지혜대리님)",30000,0,NA,30000,"expenditure",30000,0,0
"2010-08-30","2010-08","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2010-09-01","2010-09","식비","술/유흥","남희석모임(with 오대리님)",15000,0,NA,15000,"expenditure",15000,0,0
"2010-09-01","2010-09","교통/차량","택시비C","택시비",0,2200,"LIG 손해보험-현",2200,"expenditure",2200,0,0
"2010-09-01","2010-09","경조사/회비","기타","카드연회비",0,10000,"신한 LOVE 카드",10000,"expenditure",10000,0,0
"2010-09-01","2010-09","교통/차량","택시비C","택시비(회사)",0,136280,"LIG 손해보험-현",136280,"expenditure",136280,0,0
"2010-09-01","2010-09","교통/차량","택시비C","택시비(개인)",0,29200,"LIG 손해보험-현",29200,"expenditure",29200,0,0
"2010-09-01","2010-09","교통/차량","대중교통비","대중교통비정산",0,63200,"LIG 손해보험-현",63200,"expenditure",63200,0,0
"2010-09-01","2010-09","건강/문화","여행","홍콩항공료",0,180400,"LIG 손해보험-현",180400,"expenditure",180400,0,0
"2010-09-02","2010-09","식비","평일점심","점심",7000,0,NA,7000,"expenditure",7000,0,0
"2010-09-02","2010-09","교통/차량","대중교통비","버스비(태풍땜에)",3000,0,NA,3000,"expenditure",3000,0,0
"2010-09-03","2010-09","식비","외식","남희석 모임",0,21000,"신한 LOVE 카드",21000,"expenditure",21000,0,0
"2010-09-06","2010-09","식비","간식","아침",3000,0,NA,3000,"expenditure",3000,0,0
"2010-09-06","2010-09","식비","평일점심","점심",5000,0,NA,5000,"expenditure",5000,0,0
"2010-09-06","2010-09","교통/차량","택시비C","택시비(회사)",0,31860,"LIG 손해보험-현",31860,"expenditure",31860,0,0
"2010-09-07","2010-09","식비","간식","아이스크림",0,11100,"신한 LOVE 카드",11100,"expenditure",11100,0,0
"2010-09-08","2010-09","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2010-09-09","2010-09","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2010-09-09","2010-09","생활용품","잡화소모","키보드구입",0,18800,"신한 LOVE 카드",18800,"expenditure",18800,0,0
"2010-09-09","2010-09","식비","간식","아이스크림",6000,0,NA,6000,"expenditure",6000,0,0
"2010-09-09","2010-09","생활용품","잡화소모","면도날",0,10000,"신한 LOVE 카드",10000,"expenditure",10000,0,0
"2010-09-09","2010-09","식비","간식","과자",0,6600,"신한 LOVE 카드",6600,"expenditure",6600,0,0
"2010-09-09","2010-09","식비","간식","식빵",0,2300,"신한 LOVE 카드",2300,"expenditure",2300,0,0
"2010-09-09","2010-09","교통/차량","택시비C","택시비",0,2200,"LIG 손해보험-현",2200,"expenditure",2200,0,0
"2010-09-10","2010-09","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2010-09-10","2010-09","식비","평일저녁","저녁",2000,0,NA,2000,"expenditure",2000,0,0
"2010-09-12","2010-09","식비","간식","아이스크림",4500,0,NA,4500,"expenditure",4500,0,0
"2010-09-12","2010-09","식비","술/유흥","치킨&맥주(with 빱)",26000,0,NA,26000,"expenditure",26000,0,0
"2010-09-12","2010-09","건강/문화","기타","게임방",3000,0,NA,3000,"expenditure",3000,0,0
"2010-09-13","2010-09","건강/문화","기타","찜질방",10000,0,NA,10000,"expenditure",10000,0,0
"2010-09-13","2010-09","생활용품","기타","일회용샴프",800,0,NA,800,"expenditure",800,0,0
"2010-09-14","2010-09","식비","간식","김밥&우유",2200,0,NA,2200,"expenditure",2200,0,0
"2010-09-14","2010-09","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2010-09-14","2010-09","식비","간식","파리바케트",9100,0,NA,9100,"expenditure",9100,0,0
"2010-09-15","2010-09","식비","평일점심","점심(with 썬,덕환)",0,16500,"신한 LOVE 카드",16500,"expenditure",16500,0,0
"2010-09-15","2010-09","교통/차량","택시비C","택시비(회사)",0,34920,"LIG 손해보험-현",34920,"expenditure",34920,0,0
"2010-09-15","2010-09","용돈/기타","선물","일일호프티켓",10000,0,NA,10000,"expenditure",10000,0,0
"2010-09-16","2010-09","식비","커피/음료","음료수",1000,0,NA,1000,"expenditure",2000,0,0
"2010-09-16","2010-09","용돈/기타","담배","담배",2500,0,NA,2500,"expenditure",2500,0,0
"2010-09-17","2010-09","식비","커피/음료","캔커피",1000,0,NA,1000,"expenditure",1000,0,0
"2010-09-17","2010-09","교통/차량","택시비C","택시(회사)",0,5400,"LIG 손해보험-현",5400,"expenditure",5400,0,0
"2010-09-17","2010-09","교통/차량","택시비C","택시(회사)",0,4600,"LIG 손해보험-현",4600,"expenditure",4600,0,0
"2010-09-17","2010-09","건강/문화","기타","당구비",11000,0,NA,11000,"expenditure",11000,0,0
"2010-09-17","2010-09","교통/차량","택시비C","택시(회사)",0,36840,"LIG 손해보험-현",36840,"expenditure",36840,0,0
